id_anuncio,titulo_anuncio,provincia,municipio,tamano_m2,habitaciones,banos,planta,tiene_ascensor,tiene_terraza,tiene_trastero,calefaccion,estado,url_foto,precio_actual,precio_anterior,bajada_precio
101605,Piso en venta en Norte,Madrid,Fuenlabrada,179,1,1,4,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4617.jpg,404933,464240,59307
101606,Piso en venta en Sur,Madrid,Móstoles,142,4,2,1,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/7032.jpg,349478,367943,18465
101607,Piso en venta en La Fortuna,Madrid,Fuenlabrada,89,2,2,4,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/1709.jpg,226871,239792,12921
101608,Piso en venta en Loranca,Madrid,Móstoles,79,2,3,6,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5938.jpg,165207,169982,4775
101609,Piso en venta en Loranca,Madrid,Alcorcón,158,1,3,4,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8220.jpg,349661,388616,38955
101610,Piso en venta en Centro,Madrid,Fuenlabrada,65,1,1,1,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8231.jpg,144992,163113,18121
101611,Piso en venta en El Bercial,Madrid,Leganés,140,5,3,2,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4584.jpg,319456,360290,40834
101612,Piso en venta en Centro,Madrid,Alcorcón,88,4,1,5,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8349.jpg,227808,261651,33843
101613,Piso en venta en Loranca,Madrid,Parla,124,2,1,6,False,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6648.jpg,294286,319097,24811
101614,Piso en venta en La Fortuna,Madrid,Móstoles,100,3,3,3,True,True,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/6566.jpg,237428,245062,7634
101615,Piso en venta en Norte,Madrid,Pinto,99,4,3,2,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9168.jpg,237404,258812,21408
101616,Piso en venta en Norte,Madrid,Parla,87,5,3,5,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/1439.jpg,198752,209562,10810
101617,Piso en venta en La Fortuna,Madrid,Fuenlabrada,94,4,2,3,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/3357.jpg,235057,246825,11768
101618,Piso en venta en Loranca,Madrid,Alcorcón,50,1,2,3,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/2844.jpg,119998,132605,12607
101619,Piso en venta en Norte,Madrid,Parla,106,4,3,1,False,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1733.jpg,250496,258126,7630
101620,Piso en venta en Norte,Madrid,Leganés,99,4,2,1,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/2540.jpg,236310,255627,19317
101621,Piso en venta en Norte,Madrid,Pinto,160,4,1,Bajo,False,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/4443.jpg,347991,355355,7364
101622,Piso en venta en El Bercial,Madrid,Fuenlabrada,75,3,2,5,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/4168.jpg,183612,208148,24536
101623,Piso en venta en El Bercial,Madrid,Alcorcón,118,5,2,6,True,False,False,Central,Obra nueva,https://img-portal-inmo.com/fotos/3775.jpg,265099,268626,3527
101624,Piso en venta en Sur,Madrid,Parla,78,4,2,Ático,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/7317.jpg,189082,215515,26433
101625,Piso en venta en Centro,Madrid,Alcorcón,54,4,1,4,True,False,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/5145.jpg,147880,170053,22173
101626,Piso en venta en La Fortuna,Madrid,Alcorcón,96,3,1,4,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4297.jpg,210801,218245,7444
101627,Piso en venta en La Fortuna,Madrid,Parla,122,2,3,4,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6958.jpg,313993,318361,4368
101628,Piso en venta en La Fortuna,Madrid,Getafe,47,4,2,Ático,True,True,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/4624.jpg,133286,133918,632
101629,Piso en venta en Sur,Madrid,Móstoles,179,4,2,4,False,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/8777.jpg,355002,362760,7758
101630,Piso en venta en El Bercial,Madrid,Fuenlabrada,48,2,1,Ático,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/4074.jpg,151941,172799,20858
101631,Piso en venta en Loranca,Madrid,Fuenlabrada,92,4,2,Ático,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/3325.jpg,251535,279079,27544
101632,Piso en venta en Loranca,Madrid,Pinto,118,4,1,Bajo,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/7203.jpg,214073,217030,2957
101633,Piso en venta en Sur,Madrid,Pinto,123,4,2,3,False,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/8195.jpg,268227,306908,38681
101634,Piso en venta en Loranca,Madrid,Pinto,48,5,3,Bajo,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8373.jpg,87287,95862,8575
101635,Piso en venta en La Fortuna,Madrid,Fuenlabrada,48,1,1,5,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4811.jpg,111352,126880,15528
101636,Piso en venta en Centro,Madrid,Alcorcón,164,5,1,6,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/8028.jpg,361569,400260,38691
101637,Piso en venta en Norte,Madrid,Pinto,163,2,1,1,False,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4399.jpg,365739,386344,20605
101638,Piso en venta en El Bercial,Madrid,Parla,61,5,2,2,False,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/6195.jpg,142403,143842,1439
101639,Piso en venta en El Bercial,Madrid,Móstoles,140,5,3,3,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/5305.jpg,319401,320186,785
101640,Piso en venta en Sur,Madrid,Leganés,114,3,1,3,False,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/4551.jpg,283647,309590,25943
101641,Piso en venta en El Bercial,Madrid,Fuenlabrada,141,2,3,Bajo,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7284.jpg,288926,310714,21788
101642,Piso en venta en La Fortuna,Madrid,Parla,52,2,1,1,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2000.jpg,159004,172834,13830
101643,Piso en venta en Loranca,Madrid,Móstoles,158,2,3,1,True,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/8166.jpg,369361,422761,53400
101644,Piso en venta en La Fortuna,Madrid,Móstoles,49,5,2,Ático,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/4513.jpg,92651,105206,12555
101645,Piso en venta en Sur,Madrid,Getafe,91,2,2,5,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4344.jpg,260024,273944,13920
101646,Piso en venta en La Fortuna,Madrid,Parla,84,3,3,6,True,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/8143.jpg,199764,209306,9542
101647,Piso en venta en Loranca,Madrid,Fuenlabrada,166,4,3,3,False,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/3887.jpg,374060,389997,15937
101648,Piso en venta en Centro,Madrid,Pinto,179,5,2,Bajo,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4021.jpg,386007,440469,54462
101649,Piso en venta en Sur,Madrid,Alcorcón,138,4,3,4,True,True,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/9056.jpg,347394,394721,47327
101650,Piso en venta en Centro,Madrid,Pinto,72,4,3,Ático,True,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/3205.jpg,160891,183503,22612
101651,Piso en venta en Norte,Madrid,Móstoles,121,5,3,3,True,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/4629.jpg,308985,319726,10741
101652,Piso en venta en Centro,Madrid,Móstoles,93,5,1,4,False,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/4559.jpg,155511,166470,10959
101653,Piso en venta en Norte,Madrid,Leganés,130,2,3,2,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/1249.jpg,290391,305857,15466
101654,Piso en venta en Norte,Madrid,Pinto,98,3,1,1,False,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7017.jpg,229213,240313,11100
101655,Piso en venta en Centro,Madrid,Getafe,62,5,2,Ático,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8857.jpg,159417,161722,2305
101656,Piso en venta en Sur,Madrid,Móstoles,71,4,2,3,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7976.jpg,168678,189940,21262
101657,Piso en venta en Loranca,Madrid,Móstoles,116,5,2,2,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/3321.jpg,247847,258893,11046
101658,Piso en venta en La Fortuna,Madrid,Alcorcón,178,3,3,4,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/3987.jpg,406174,427572,21398
101659,Piso en venta en La Fortuna,Madrid,Alcorcón,166,1,2,3,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7194.jpg,362487,395433,32946
101660,Piso en venta en Loranca,Madrid,Leganés,149,4,1,2,True,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/2028.jpg,349777,398368,48591
101661,Piso en venta en Norte,Madrid,Parla,113,1,1,3,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/6839.jpg,240419,266534,26115
101662,Piso en venta en Norte,Madrid,Leganés,115,1,3,2,False,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4505.jpg,251228,275455,24227
101663,Piso en venta en Sur,Madrid,Leganés,161,3,1,2,False,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/5208.jpg,342500,347416,4916
101664,Piso en venta en El Bercial,Madrid,Alcorcón,76,5,1,4,True,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/4037.jpg,184089,201310,17221
101665,Piso en venta en Centro,Madrid,Pinto,153,1,2,1,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8827.jpg,350300,364290,13990
101666,Piso en venta en Norte,Madrid,Pinto,141,2,1,Bajo,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6757.jpg,348760,382211,33451
101667,Piso en venta en La Fortuna,Madrid,Pinto,45,5,2,2,True,True,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/4180.jpg,121810,127792,5982
101668,Piso en venta en Sur,Madrid,Parla,152,4,2,1,False,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6539.jpg,330613,334414,3801
101669,Piso en venta en Centro,Madrid,Alcorcón,158,5,1,5,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9017.jpg,356137,401256,45119
101670,Piso en venta en Sur,Madrid,Getafe,85,3,1,Bajo,True,True,True,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/5341.jpg,195902,212202,16300
101671,Piso en venta en Centro,Madrid,Fuenlabrada,52,3,3,4,True,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/1489.jpg,99588,103787,4199
101672,Piso en venta en Centro,Madrid,Fuenlabrada,74,4,3,3,False,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/4339.jpg,157458,165897,8439
101673,Piso en venta en Loranca,Madrid,Getafe,90,4,1,1,True,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/5094.jpg,173681,189779,16098
101674,Piso en venta en Norte,Madrid,Pinto,149,4,2,6,False,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/2634.jpg,323801,356802,33001
101675,Piso en venta en Sur,Madrid,Fuenlabrada,140,3,2,Ático,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7115.jpg,350074,375637,25563
101676,Piso en venta en Sur,Madrid,Parla,105,5,3,3,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6102.jpg,227396,245330,17934
101677,Piso en venta en Loranca,Madrid,Alcorcón,133,1,2,3,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1305.jpg,271887,276234,4347
101678,Piso en venta en La Fortuna,Madrid,Fuenlabrada,170,1,3,Ático,False,False,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/4967.jpg,360646,368594,7948
101679,Piso en venta en La Fortuna,Madrid,Parla,105,2,2,Bajo,True,False,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/5161.jpg,239515,247063,7548
101680,Piso en venta en Norte,Madrid,Alcorcón,164,3,1,5,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6913.jpg,381968,412352,30384
101681,Piso en venta en Norte,Madrid,Parla,165,4,1,Ático,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4867.jpg,380217,404160,23943
101682,Piso en venta en El Bercial,Madrid,Getafe,92,5,2,1,False,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4529.jpg,238646,259083,20437
101683,Piso en venta en Loranca,Madrid,Leganés,103,3,3,2,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/2986.jpg,242415,248699,6284
101684,Piso en venta en La Fortuna,Madrid,Getafe,55,2,1,5,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1696.jpg,126393,144745,18352
101685,Piso en venta en Centro,Madrid,Fuenlabrada,69,1,3,Bajo,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/8311.jpg,179011,195529,16518
101686,Piso en venta en Sur,Madrid,Alcorcón,90,5,1,1,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3618.jpg,218960,223166,4206
101687,Piso en venta en Norte,Madrid,Parla,98,1,2,2,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2302.jpg,222031,234362,12331
101688,Piso en venta en Sur,Madrid,Fuenlabrada,78,5,1,6,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4253.jpg,176645,202617,25972
101689,Piso en venta en Sur,Madrid,Fuenlabrada,128,4,2,Ático,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4474.jpg,323750,370679,46929
101690,Piso en venta en El Bercial,Madrid,Leganés,179,5,3,6,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7314.jpg,400642,404855,4213
101691,Piso en venta en La Fortuna,Madrid,Pinto,106,4,1,3,False,True,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8178.jpg,238263,267958,29695
101692,Piso en venta en Norte,Madrid,Fuenlabrada,101,3,3,4,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6519.jpg,220967,242243,21276
101693,Piso en venta en Sur,Madrid,Leganés,137,1,3,4,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2576.jpg,346633,356255,9622
101694,Piso en venta en Norte,Madrid,Alcorcón,160,5,2,Bajo,False,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/9761.jpg,331615,373062,41447
101695,Piso en venta en Centro,Madrid,Alcorcón,120,5,3,5,False,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/6743.jpg,273794,300064,26270
101696,Piso en venta en El Bercial,Madrid,Parla,177,2,1,6,True,False,False,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/6314.jpg,390796,397434,6638
101697,Piso en venta en Centro,Madrid,Pinto,120,1,2,2,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2746.jpg,268453,302598,34145
101698,Piso en venta en Norte,Madrid,Leganés,81,3,2,2,True,True,True,Central,Obra nueva,https://img-portal-inmo.com/fotos/7511.jpg,196839,219254,22415
101699,Piso en venta en Norte,Madrid,Getafe,74,4,2,Ático,False,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8801.jpg,147724,147886,162
101700,Piso en venta en La Fortuna,Madrid,Alcorcón,86,3,3,Ático,True,True,True,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/9557.jpg,207272,215184,7912
101701,Piso en venta en Sur,Madrid,Pinto,105,2,1,4,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8336.jpg,247049,257032,9983
101702,Piso en venta en Sur,Madrid,Parla,92,3,1,2,False,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/2097.jpg,186201,199032,12831
101703,Piso en venta en Centro,Madrid,Getafe,128,4,1,1,True,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/1472.jpg,292994,303118,10124
101704,Piso en venta en El Bercial,Madrid,Alcorcón,137,1,2,1,True,False,False,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/8333.jpg,278016,312533,34517
101705,Piso en venta en Loranca,Madrid,Alcorcón,112,2,2,4,False,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/5207.jpg,260581,288014,27433
101706,Piso en venta en Sur,Madrid,Parla,90,5,1,3,True,False,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/1079.jpg,210953,211906,953
101707,Piso en venta en La Fortuna,Madrid,Parla,157,5,3,3,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/5657.jpg,334593,370075,35482
101708,Piso en venta en Centro,Madrid,Móstoles,72,1,2,3,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/5440.jpg,157216,179649,22433
101709,Piso en venta en Centro,Madrid,Fuenlabrada,121,3,1,4,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/7488.jpg,234639,252023,17384
101710,Piso en venta en Loranca,Madrid,Fuenlabrada,165,5,3,Bajo,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9119.jpg,362593,372496,9903
101711,Piso en venta en La Fortuna,Madrid,Getafe,47,2,2,6,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7582.jpg,120781,136731,15950
101712,Piso en venta en El Bercial,Madrid,Fuenlabrada,81,4,2,6,True,True,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/3090.jpg,220120,241892,21772
101713,Piso en venta en La Fortuna,Madrid,Getafe,136,3,2,2,True,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/3738.jpg,301982,321369,19387
101714,Piso en venta en El Bercial,Madrid,Pinto,127,4,1,1,True,True,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/4865.jpg,309957,329119,19162
101715,Piso en venta en La Fortuna,Madrid,Alcorcón,61,3,2,5,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6382.jpg,166940,174004,7064
101716,Piso en venta en La Fortuna,Madrid,Móstoles,165,2,2,6,False,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/3672.jpg,380352,386414,6062
101717,Piso en venta en Norte,Madrid,Móstoles,131,4,3,1,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/5404.jpg,278506,314939,36433
101718,Piso en venta en Centro,Madrid,Alcorcón,84,2,1,5,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/2208.jpg,224691,257827,33136
101719,Piso en venta en La Fortuna,Madrid,Parla,117,4,3,Ático,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/6268.jpg,254804,290960,36156
101720,Piso en venta en Loranca,Madrid,Leganés,73,3,2,Ático,True,True,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/4712.jpg,197720,202740,5020
101721,Piso en venta en La Fortuna,Madrid,Leganés,86,2,1,Bajo,False,True,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/2825.jpg,163432,173703,10271
101722,Piso en venta en Sur,Madrid,Fuenlabrada,73,3,1,Ático,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3087.jpg,186328,194485,8157
101723,Piso en venta en Centro,Madrid,Parla,110,3,2,2,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/4969.jpg,267314,281068,13754
101724,Piso en venta en Sur,Madrid,Getafe,168,4,1,3,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4043.jpg,383266,401842,18576
101725,Piso en venta en Centro,Madrid,Pinto,164,4,1,5,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3664.jpg,398051,453544,55493
101726,Piso en venta en Sur,Madrid,Móstoles,153,2,3,1,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/4944.jpg,344787,393761,48974
101727,Piso en venta en La Fortuna,Madrid,Fuenlabrada,136,5,1,6,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7643.jpg,352992,355135,2143
101728,Piso en venta en La Fortuna,Madrid,Alcorcón,156,1,1,6,False,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9275.jpg,373087,403083,29996
101729,Piso en venta en Norte,Madrid,Parla,96,4,3,Ático,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2125.jpg,232677,255777,23100
101730,Piso en venta en Loranca,Madrid,Móstoles,104,3,2,3,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7123.jpg,225594,233911,8317
101731,Piso en venta en Sur,Madrid,Getafe,138,1,3,3,False,False,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/9956.jpg,300175,302936,2761
101732,Piso en venta en El Bercial,Madrid,Getafe,142,2,2,4,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5193.jpg,334970,338741,3771
101733,Piso en venta en Norte,Madrid,Leganés,58,1,2,4,False,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1708.jpg,174758,194099,19341
101734,Piso en venta en Sur,Madrid,Fuenlabrada,95,1,2,2,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6419.jpg,238649,251719,13070
101735,Piso en venta en Sur,Madrid,Alcorcón,68,5,3,Ático,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5755.jpg,164976,178937,13961
101736,Piso en venta en Norte,Madrid,Móstoles,151,5,2,1,True,False,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/4023.jpg,332653,348453,15800
101737,Piso en venta en La Fortuna,Madrid,Pinto,117,1,3,4,True,False,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/2999.jpg,265344,297782,32438
101738,Piso en venta en Sur,Madrid,Getafe,128,5,3,2,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7581.jpg,310756,315109,4353
101739,Piso en venta en La Fortuna,Madrid,Móstoles,105,5,2,Bajo,True,False,True,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/1084.jpg,234029,234567,538
101740,Piso en venta en Norte,Madrid,Alcorcón,150,1,2,3,False,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4039.jpg,313231,333963,20732
101741,Piso en venta en La Fortuna,Madrid,Móstoles,138,4,3,1,False,False,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/1700.jpg,291649,309303,17654
101742,Piso en venta en Centro,Madrid,Fuenlabrada,107,5,3,1,True,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/5368.jpg,224045,224606,561
101743,Piso en venta en El Bercial,Madrid,Leganés,139,1,2,2,True,True,True,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/2984.jpg,273246,307227,33981
101744,Piso en venta en Sur,Madrid,Móstoles,79,4,2,4,True,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/4121.jpg,184874,199798,14924
101745,Piso en venta en Loranca,Madrid,Parla,111,5,2,3,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6218.jpg,259906,292677,32771
101746,Piso en venta en El Bercial,Madrid,Leganés,100,1,3,3,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3189.jpg,262577,280602,18025
101747,Piso en venta en La Fortuna,Madrid,Alcorcón,84,5,3,1,False,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8187.jpg,178296,194867,16571
101748,Piso en venta en Sur,Madrid,Leganés,178,4,3,1,True,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/6386.jpg,399878,401549,1671
101749,Piso en venta en La Fortuna,Madrid,Móstoles,173,1,2,Ático,True,True,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/7067.jpg,391490,437508,46018
101750,Piso en venta en Centro,Madrid,Móstoles,68,4,1,3,False,False,False,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/9540.jpg,147002,148383,1381
101751,Piso en venta en Norte,Madrid,Parla,146,3,1,Bajo,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6146.jpg,347540,361756,14216
101752,Piso en venta en Sur,Madrid,Getafe,159,2,1,2,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9598.jpg,348755,373316,24561
101753,Piso en venta en Centro,Madrid,Parla,179,3,1,Bajo,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6668.jpg,360231,373833,13602
101754,Piso en venta en Centro,Madrid,Móstoles,119,5,1,4,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/4321.jpg,274158,276581,2423
101755,Piso en venta en Sur,Madrid,Pinto,55,4,3,Ático,False,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7608.jpg,127590,141078,13488
101756,Piso en venta en La Fortuna,Madrid,Leganés,80,1,2,Bajo,True,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/4101.jpg,171361,181512,10151
101757,Piso en venta en Loranca,Madrid,Parla,107,4,2,Bajo,True,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/6455.jpg,249653,277357,27704
101758,Piso en venta en Centro,Madrid,Parla,124,5,2,4,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8604.jpg,308049,319097,11048
101759,Piso en venta en El Bercial,Madrid,Pinto,132,1,2,5,False,True,True,Central,Obra nueva,https://img-portal-inmo.com/fotos/5500.jpg,289617,310160,20543
101760,Piso en venta en Centro,Madrid,Pinto,74,3,2,6,True,True,True,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/4588.jpg,192661,202910,10249
101761,Piso en venta en Loranca,Madrid,Pinto,147,4,1,6,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2218.jpg,339135,361271,22136
101762,Piso en venta en La Fortuna,Madrid,Getafe,156,2,2,5,False,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/1437.jpg,302371,346495,44124
101763,Piso en venta en La Fortuna,Madrid,Móstoles,128,5,2,Ático,False,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/2219.jpg,271463,287719,16256
101764,Piso en venta en El Bercial,Madrid,Móstoles,149,5,1,Ático,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6116.jpg,340567,366872,26305
101765,Piso en venta en Centro,Madrid,Alcorcón,65,4,2,2,True,True,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/4101.jpg,196978,225330,28352
101766,Piso en venta en La Fortuna,Madrid,Getafe,81,3,1,6,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/7535.jpg,199373,200850,1477
101767,Piso en venta en Loranca,Madrid,Alcorcón,71,3,1,3,False,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/7212.jpg,186097,194991,8894
