id_anuncio,titulo_anuncio,provincia,municipio,tamano_m2,habitaciones,banos,planta,tiene_ascensor,tiene_terraza,tiene_trastero,calefaccion,estado,url_foto,precio_actual,precio_anterior,bajada_precio,precio_m2,tiene_imagen,path_imagen
102164,Piso en venta en Norte,Madrid,Getafe,146,5,2,Ático,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7295.jpg,326820,345452,18632,2238.4931506849316,False,
102165,Piso en venta en Centro,Madrid,Pinto,67,4,3,4,False,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/9414.jpg,151504,173845,22341,2261.2537313432836,False,
102166,Piso en venta en La Fortuna,Madrid,Fuenlabrada,175,3,2,Ático,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8658.jpg,405517,427913,22396,2317.24,False,
102167,Piso en venta en Norte,Madrid,Alcorcón,61,4,3,3,False,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/5390.jpg,158782,167098,8316,2602.9836065573772,False,
102168,Piso en venta en Sur,Madrid,Parla,158,1,1,Ático,True,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/4978.jpg,357928,381239,23311,2265.3670886075947,False,
102169,Piso en venta en Centro,Madrid,Parla,102,2,3,2,False,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3513.jpg,251924,272792,20868,2469.843137254902,False,
102170,Piso en venta en El Bercial,Madrid,Móstoles,154,3,2,Ático,False,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/3076.jpg,322242,322726,484,2092.4805194805194,False,
102171,Piso en venta en Loranca,Madrid,Fuenlabrada,179,2,1,5,True,True,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/5164.jpg,380767,427388,46621,2127.1899441340784,False,
102172,Piso en venta en El Bercial,Madrid,Leganés,122,2,2,Bajo,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1158.jpg,246998,258008,11010,2024.5737704918033,False,
102173,Piso en venta en Loranca,Madrid,Getafe,88,5,2,4,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2506.jpg,201211,226772,25561,2286.4886363636365,False,
102174,Piso en venta en La Fortuna,Madrid,Leganés,56,4,3,4,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4816.jpg,120087,122619,2532,2144.410714285714,False,
102175,Piso en venta en El Bercial,Madrid,Leganés,52,3,1,Bajo,False,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3006.jpg,112974,120274,7300,2172.576923076923,False,
102176,Piso en venta en Centro,Madrid,Fuenlabrada,124,5,2,Ático,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6455.jpg,287234,329798,42564,2316.4032258064517,False,
102177,Piso en venta en Centro,Madrid,Getafe,85,3,2,6,True,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/4252.jpg,194273,199890,5617,2285.564705882353,False,
102178,Piso en venta en El Bercial,Madrid,Móstoles,90,4,3,2,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/3204.jpg,212924,229274,16350,2365.822222222222,False,
102179,Piso en venta en Centro,Madrid,Pinto,73,5,2,2,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1979.jpg,204510,214376,9866,2801.5068493150684,False,
102180,Piso en venta en La Fortuna,Madrid,Leganés,60,3,1,2,True,True,True,Central,Obra nueva,https://img-portal-inmo.com/fotos/4009.jpg,143601,157547,13946,2393.35,False,
102181,Piso en venta en Norte,Madrid,Getafe,177,5,1,4,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6574.jpg,405634,410018,4384,2291.7175141242938,False,
102182,Piso en venta en La Fortuna,Madrid,Móstoles,49,2,3,5,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8846.jpg,125165,140284,15119,2554.387755102041,False,
102183,Piso en venta en Loranca,Madrid,Pinto,74,1,2,1,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9306.jpg,207580,227431,19851,2805.135135135135,False,
102184,Piso en venta en La Fortuna,Madrid,Leganés,161,3,3,6,False,False,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/5938.jpg,305170,344922,39752,1895.4658385093169,False,
102185,Piso en venta en Loranca,Madrid,Getafe,49,4,3,4,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4081.jpg,127046,141538,14492,2592.7755102040815,False,
102186,Piso en venta en Centro,Madrid,Pinto,93,3,2,3,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/6706.jpg,223413,227996,4583,2402.2903225806454,False,
102187,Piso en venta en Norte,Madrid,Fuenlabrada,133,1,1,6,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9808.jpg,298080,336917,38837,2241.2030075187968,False,
102188,Piso en venta en Centro,Madrid,Parla,94,3,3,3,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6796.jpg,229296,242755,13459,2439.31914893617,False,
102189,Piso en venta en Sur,Madrid,Parla,58,3,1,Ático,False,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/8122.jpg,136303,146330,10027,2350.051724137931,False,
102190,Piso en venta en Centro,Madrid,Leganés,152,3,1,Ático,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/5558.jpg,358719,361973,3254,2359.9934210526317,False,
102191,Piso en venta en Loranca,Madrid,Leganés,90,4,2,5,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/2322.jpg,194840,201470,6630,2164.8888888888887,False,
102192,Piso en venta en Centro,Madrid,Pinto,126,1,2,6,True,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/8426.jpg,262907,274376,11469,2086.563492063492,False,
102193,Piso en venta en Centro,Madrid,Getafe,170,1,1,4,True,True,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/5066.jpg,394753,442431,47678,2322.076470588235,False,
102194,Piso en venta en Norte,Madrid,Parla,128,4,1,4,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5382.jpg,300396,321801,21405,2346.84375,False,
102195,Piso en venta en Centro,Madrid,Leganés,78,3,1,Bajo,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/5734.jpg,190796,201212,10416,2446.102564102564,False,
102196,Piso en venta en Norte,Madrid,Móstoles,115,3,3,2,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8006.jpg,293250,334977,41727,2550.0,False,
102197,Piso en venta en El Bercial,Madrid,Leganés,104,1,1,5,True,False,True,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/9409.jpg,225269,233283,8014,2166.048076923077,False,
102198,Piso en venta en Sur,Madrid,Parla,118,3,3,Ático,False,True,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/9575.jpg,278133,298231,20098,2357.0593220338983,False,
102199,Piso en venta en Norte,Madrid,Alcorcón,125,2,2,Bajo,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2366.jpg,279382,290225,10843,2235.056,False,
102200,Piso en venta en Loranca,Madrid,Parla,142,3,2,5,True,True,False,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/6125.jpg,308150,318972,10822,2170.0704225352115,False,
102201,Piso en venta en El Bercial,Madrid,Móstoles,135,3,1,3,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2053.jpg,313042,354656,41614,2318.82962962963,False,
102202,Piso en venta en Norte,Madrid,Getafe,139,5,2,3,False,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/1876.jpg,331489,359474,27985,2384.8129496402876,False,
102203,Piso en venta en Norte,Madrid,Móstoles,176,1,1,1,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7916.jpg,362251,362255,4,2058.244318181818,False,
102204,Piso en venta en Sur,Madrid,Alcorcón,104,1,3,2,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6796.jpg,250908,256460,5552,2412.576923076923,False,
102205,Piso en venta en Loranca,Madrid,Alcorcón,157,2,1,2,False,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2080.jpg,372972,422228,49256,2375.6178343949045,False,
102206,Piso en venta en La Fortuna,Madrid,Leganés,125,2,2,5,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1143.jpg,295891,298652,2761,2367.128,False,
102207,Piso en venta en La Fortuna,Madrid,Leganés,128,2,1,3,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/2258.jpg,298620,338638,40018,2332.96875,False,
102208,Piso en venta en Norte,Madrid,Parla,69,1,2,Bajo,False,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/5170.jpg,117289,120904,3615,1699.840579710145,False,
102209,Piso en venta en Centro,Madrid,Fuenlabrada,77,5,3,4,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5592.jpg,176585,202585,26000,2293.311688311688,False,
102210,Piso en venta en Loranca,Madrid,Móstoles,63,5,2,2,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/8466.jpg,167757,183444,15687,2662.809523809524,False,
102211,Piso en venta en El Bercial,Madrid,Parla,101,4,2,4,True,True,False,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/8071.jpg,227185,260613,33428,2249.3564356435645,False,
102212,Piso en venta en Centro,Madrid,Fuenlabrada,59,1,2,3,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/2144.jpg,166818,179734,12916,2827.423728813559,False,
102213,Piso en venta en Centro,Madrid,Parla,85,4,2,1,False,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/7298.jpg,172049,192262,20213,2024.105882352941,False,
102214,Piso en venta en Loranca,Madrid,Alcorcón,104,3,2,3,False,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7970.jpg,246894,257040,10146,2373.980769230769,False,
102215,Piso en venta en Norte,Madrid,Leganés,153,2,2,4,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/4506.jpg,351471,359689,8218,2297.1960784313724,False,
102216,Piso en venta en Norte,Madrid,Leganés,140,4,1,3,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/9272.jpg,321967,327030,5063,2299.7642857142855,False,
102217,Piso en venta en Norte,Madrid,Parla,66,4,3,2,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9389.jpg,187172,196492,9320,2835.939393939394,False,
102218,Piso en venta en Norte,Madrid,Leganés,70,1,1,5,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7831.jpg,181017,191494,10477,2585.957142857143,False,
102219,Piso en venta en La Fortuna,Madrid,Getafe,177,2,3,5,False,False,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/2238.jpg,391104,409877,18773,2209.6271186440677,False,
102220,Piso en venta en Norte,Madrid,Parla,169,2,1,4,True,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/5137.jpg,365205,417845,52640,2160.976331360947,False,
102221,Piso en venta en La Fortuna,Madrid,Alcorcón,141,5,3,4,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6881.jpg,340728,347845,7117,2416.5106382978724,False,
102222,Piso en venta en La Fortuna,Madrid,Pinto,177,4,3,Ático,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9557.jpg,392758,404628,11870,2218.9717514124295,False,
102223,Piso en venta en Norte,Madrid,Parla,115,5,1,Ático,True,False,False,Central,Obra nueva,https://img-portal-inmo.com/fotos/8225.jpg,255413,263225,7812,2220.9826086956523,False,
102224,Piso en venta en Sur,Madrid,Parla,62,4,1,1,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/5054.jpg,154923,171934,17011,2498.7580645161293,False,
102225,Piso en venta en El Bercial,Madrid,Leganés,139,1,3,6,True,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/8282.jpg,304000,334423,30423,2187.05035971223,False,
102226,Piso en venta en Centro,Madrid,Alcorcón,178,1,2,2,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4182.jpg,396717,407258,10541,2228.747191011236,False,
102227,Piso en venta en La Fortuna,Madrid,Parla,110,3,3,Bajo,False,False,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/3385.jpg,211690,212511,821,1924.4545454545455,False,
102228,Piso en venta en Loranca,Madrid,Leganés,171,4,2,6,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9538.jpg,410106,412540,2434,2398.280701754386,False,
102229,Piso en venta en Loranca,Madrid,Móstoles,86,4,3,1,False,True,True,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/6848.jpg,191612,198603,6991,2228.046511627907,False,
102230,Piso en venta en El Bercial,Madrid,Alcorcón,161,2,2,2,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7380.jpg,390717,435011,44294,2426.813664596273,False,
102231,Piso en venta en Loranca,Madrid,Fuenlabrada,55,2,1,5,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7417.jpg,123712,140352,16640,2249.309090909091,False,
102232,Piso en venta en Sur,Madrid,Getafe,70,5,1,Bajo,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/8285.jpg,165875,188338,22463,2369.6428571428573,False,
102233,Piso en venta en Loranca,Madrid,Fuenlabrada,100,3,2,Ático,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9047.jpg,252944,269345,16401,2529.44,False,
102234,Piso en venta en Centro,Madrid,Pinto,162,1,2,6,True,False,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/1642.jpg,346279,388959,42680,2137.5246913580245,False,
102235,Piso en venta en Centro,Madrid,Alcorcón,101,4,2,5,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/4142.jpg,246590,273162,26572,2441.4851485148515,False,
102236,Piso en venta en La Fortuna,Madrid,Parla,49,5,2,4,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8609.jpg,113876,115107,1231,2324.0,False,
102237,Piso en venta en Norte,Madrid,Leganés,58,3,1,5,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7216.jpg,150575,171385,20810,2596.1206896551726,False,
102238,Piso en venta en Sur,Madrid,Pinto,68,2,3,6,True,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/4668.jpg,160059,173085,13026,2353.8088235294117,False,
102239,Piso en venta en La Fortuna,Madrid,Alcorcón,112,3,1,1,False,False,True,Central,Obra nueva,https://img-portal-inmo.com/fotos/9749.jpg,222435,237875,15440,1986.0267857142858,False,
102240,Piso en venta en Sur,Madrid,Getafe,92,5,3,4,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8804.jpg,245989,267630,21641,2673.7934782608695,False,
102241,Piso en venta en Norte,Madrid,Alcorcón,104,1,1,4,False,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/4066.jpg,229347,235444,6097,2205.2596153846152,False,
102242,Piso en venta en Loranca,Madrid,Pinto,47,2,2,Ático,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2269.jpg,178294,182566,4272,3793.4893617021276,False,
102243,Piso en venta en Loranca,Madrid,Leganés,163,2,1,Ático,False,True,True,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/8882.jpg,355573,378815,23242,2181.429447852761,False,
102244,Piso en venta en Norte,Madrid,Fuenlabrada,144,1,1,6,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3155.jpg,345286,375018,29732,2397.8194444444443,False,
102245,Piso en venta en La Fortuna,Madrid,Móstoles,127,2,2,4,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/8517.jpg,314972,317671,2699,2480.0944881889764,False,
102246,Piso en venta en Norte,Madrid,Fuenlabrada,68,5,2,2,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/6781.jpg,167436,169575,2139,2462.294117647059,False,
102247,Piso en venta en El Bercial,Madrid,Leganés,176,2,1,Bajo,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1827.jpg,389944,444937,54993,2215.590909090909,False,
102248,Piso en venta en Centro,Madrid,Pinto,45,4,1,2,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/9664.jpg,111197,117149,5952,2471.0444444444443,False,
102249,Piso en venta en La Fortuna,Madrid,Leganés,160,3,3,4,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6990.jpg,373501,379607,6106,2334.38125,False,
102250,Piso en venta en Sur,Madrid,Getafe,54,5,3,6,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8814.jpg,151449,154825,3376,2804.6111111111113,False,
102251,Piso en venta en El Bercial,Madrid,Alcorcón,173,1,1,1,True,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/3743.jpg,380783,403389,22606,2201.057803468208,False,
102252,Piso en venta en La Fortuna,Madrid,Alcorcón,123,5,3,Ático,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/2997.jpg,257402,290123,32721,2092.6991869918697,False,
102253,Piso en venta en Norte,Madrid,Fuenlabrada,143,4,2,5,False,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5361.jpg,347949,365995,18046,2433.2097902097903,False,
102254,Piso en venta en Norte,Madrid,Pinto,177,2,1,Ático,True,False,True,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/2596.jpg,388282,431075,42793,2193.683615819209,False,
102255,Piso en venta en Norte,Madrid,Móstoles,89,2,1,6,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5176.jpg,221145,230807,9662,2484.775280898876,False,
102256,Piso en venta en Norte,Madrid,Móstoles,162,5,3,4,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7692.jpg,346824,370010,23186,2140.8888888888887,False,
102257,Piso en venta en Sur,Madrid,Getafe,96,2,1,Bajo,False,False,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8618.jpg,188003,194945,6942,1958.3645833333333,False,
102258,Piso en venta en El Bercial,Madrid,Leganés,156,2,1,2,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/5436.jpg,347552,385781,38229,2227.897435897436,False,
102259,Piso en venta en Loranca,Madrid,Getafe,179,4,2,Bajo,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3732.jpg,376953,421440,44487,2105.882681564246,False,
102260,Piso en venta en Centro,Madrid,Alcorcón,156,1,1,2,False,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/2393.jpg,360822,385714,24892,2312.9615384615386,False,
102261,Piso en venta en Sur,Madrid,Parla,57,3,3,5,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/7900.jpg,132994,147283,14289,2333.2280701754385,False,
102262,Piso en venta en Sur,Madrid,Parla,61,5,2,6,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/8329.jpg,124844,130847,6003,2046.622950819672,False,
102263,Piso en venta en Loranca,Madrid,Parla,88,1,3,Bajo,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/7649.jpg,207709,222026,14317,2360.3295454545455,False,
102264,Piso en venta en Loranca,Madrid,Leganés,117,3,1,Bajo,True,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/9187.jpg,277951,314466,36515,2375.6495726495727,False,
102265,Piso en venta en Centro,Madrid,Getafe,49,1,3,2,False,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/4006.jpg,126851,127738,887,2588.795918367347,False,
102266,Piso en venta en Centro,Madrid,Pinto,77,5,3,6,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/8640.jpg,200652,214403,13751,2605.87012987013,False,
102267,Piso en venta en Loranca,Madrid,Fuenlabrada,176,4,2,2,True,False,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/5270.jpg,383300,386476,3176,2177.840909090909,False,
102268,Piso en venta en Norte,Madrid,Alcorcón,112,4,1,2,False,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/6744.jpg,256366,272990,16624,2288.9821428571427,False,
102269,Piso en venta en Sur,Madrid,Parla,60,4,2,3,False,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/6144.jpg,126491,136378,9887,2108.1833333333334,False,
102270,Piso en venta en La Fortuna,Madrid,Pinto,80,1,1,Ático,True,True,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6402.jpg,219373,244239,24866,2742.1625,False,
102271,Piso en venta en Centro,Madrid,Móstoles,146,5,2,5,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1295.jpg,345085,360921,15836,2363.595890410959,False,
102272,Piso en venta en Centro,Madrid,Getafe,69,2,1,Ático,False,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3768.jpg,164836,184174,19338,2388.927536231884,False,
102273,Piso en venta en Loranca,Madrid,Alcorcón,116,2,2,Bajo,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1796.jpg,271394,273758,2364,2339.603448275862,False,
102274,Piso en venta en El Bercial,Madrid,Alcorcón,125,4,1,3,True,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/9484.jpg,292802,302843,10041,2342.416,False,
102275,Piso en venta en La Fortuna,Madrid,Móstoles,105,1,2,3,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9091.jpg,233093,254240,21147,2219.9333333333334,False,
102276,Piso en venta en La Fortuna,Madrid,Móstoles,62,2,3,4,False,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1587.jpg,142999,143161,162,2306.435483870968,False,
102277,Piso en venta en Centro,Madrid,Móstoles,102,1,2,Ático,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/7748.jpg,229681,251763,22082,2251.774509803922,False,
102278,Piso en venta en Norte,Madrid,Parla,120,5,3,6,True,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/6898.jpg,301064,333531,32467,2508.866666666667,False,
102279,Piso en venta en El Bercial,Madrid,Parla,165,4,2,3,False,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/5729.jpg,329201,370788,41587,1995.1575757575758,False,
102280,Piso en venta en La Fortuna,Madrid,Getafe,101,3,3,3,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9919.jpg,229128,255353,26225,2268.5940594059407,False,
102281,Piso en venta en Centro,Madrid,Móstoles,141,4,1,Ático,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4398.jpg,308256,351451,43195,2186.2127659574467,False,
102282,Piso en venta en La Fortuna,Madrid,Fuenlabrada,107,3,3,2,False,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/2903.jpg,205580,221937,16357,1921.3084112149534,False,
102283,Piso en venta en El Bercial,Madrid,Alcorcón,56,2,1,2,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/8506.jpg,148836,165420,16584,2657.785714285714,False,
102284,Piso en venta en El Bercial,Madrid,Móstoles,55,3,3,1,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3571.jpg,151638,170097,18459,2757.0545454545454,False,
102285,Piso en venta en Sur,Madrid,Alcorcón,71,1,1,5,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3521.jpg,176222,192994,16772,2482.0,False,
102286,Piso en venta en Loranca,Madrid,Leganés,148,3,3,6,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5723.jpg,339454,386827,47373,2293.608108108108,False,
102287,Piso en venta en Loranca,Madrid,Pinto,111,2,2,Bajo,False,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5787.jpg,236657,253453,16796,2132.045045045045,False,
102288,Piso en venta en Centro,Madrid,Leganés,133,2,1,5,False,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9384.jpg,277527,286899,9372,2086.6691729323306,False,
102289,Piso en venta en El Bercial,Madrid,Móstoles,89,4,1,3,True,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/4067.jpg,190295,197856,7561,2138.14606741573,False,
102290,Piso en venta en Sur,Madrid,Alcorcón,125,2,3,Ático,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/3560.jpg,261176,275233,14057,2089.408,False,
102291,Piso en venta en Sur,Madrid,Pinto,111,1,2,3,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7669.jpg,234383,260278,25895,2111.5585585585586,False,
102292,Piso en venta en La Fortuna,Madrid,Leganés,146,3,1,Bajo,False,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2514.jpg,325835,353040,27205,2231.746575342466,False,
102293,Piso en venta en La Fortuna,Madrid,Móstoles,135,5,1,5,True,False,True,Central,Obra nueva,https://img-portal-inmo.com/fotos/3282.jpg,331498,377973,46475,2455.5407407407406,False,
102294,Piso en venta en Sur,Madrid,Alcorcón,86,2,2,2,False,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/4393.jpg,172700,195975,23275,2008.139534883721,False,
102295,Piso en venta en La Fortuna,Madrid,Móstoles,64,3,2,2,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/8594.jpg,152517,162982,10465,2383.078125,False,
102296,Piso en venta en El Bercial,Madrid,Parla,92,4,2,Bajo,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3553.jpg,195886,207519,11633,2129.195652173913,False,
102297,Piso en venta en Norte,Madrid,Alcorcón,62,5,1,6,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3413.jpg,170621,195458,24837,2751.951612903226,False,
102298,Piso en venta en El Bercial,Madrid,Leganés,172,4,3,Bajo,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6942.jpg,392131,420442,28311,2279.8313953488373,False,
102299,Piso en venta en Sur,Madrid,Móstoles,121,1,3,2,False,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/2648.jpg,276068,317114,41046,2281.5537190082646,False,
102300,Piso en venta en Sur,Madrid,Leganés,50,4,1,6,False,False,False,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/1119.jpg,117369,121536,4167,2347.38,False,
102301,Piso en venta en El Bercial,Madrid,Móstoles,83,3,1,Bajo,True,False,False,Central,Obra nueva,https://img-portal-inmo.com/fotos/9098.jpg,187328,212350,25022,2256.9638554216867,False,
102302,Piso en venta en La Fortuna,Madrid,Getafe,55,5,1,6,False,True,True,Central,Buen estado,https://img-portal-inmo.com/fotos/3364.jpg,132816,138182,5366,2414.836363636364,False,
102303,Piso en venta en La Fortuna,Madrid,Leganés,156,4,1,5,True,False,True,Central,Buen estado,https://img-portal-inmo.com/fotos/3833.jpg,334059,366280,32221,2141.403846153846,False,
102304,Piso en venta en Loranca,Madrid,Leganés,152,4,2,2,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/5986.jpg,354046,407106,53060,2329.25,False,
102305,Piso en venta en Sur,Madrid,Fuenlabrada,138,1,1,Ático,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4796.jpg,319117,346561,27444,2312.442028985507,False,
102306,Piso en venta en Centro,Madrid,Pinto,99,3,1,Bajo,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/5993.jpg,214814,241497,26683,2169.838383838384,False,
102307,Piso en venta en Loranca,Madrid,Parla,128,4,1,2,False,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3895.jpg,281103,291592,10489,2196.1171875,False,
